This file was created by CMPT_VAR_RETS using the 201712 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on VAR.

The portfolios are constructed at the end of each month.

The residual return variance is measured over 60 days up to formation monthend requiring at least 20 non-missing daily returns.  
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197807,    561.98,    340.56,    187.90,     74.32,     30.65,    628.54,    462.04,    356.49,    324.92,    250.77,    134.68,     82.98,     66.98,     46.01,     22.69
197808,    567.02,    383.58,    188.51,     82.29,     32.39,    604.13,    502.45,    467.24,    292.76,    242.33,    143.51,     92.91,     74.53,     51.40,     24.05
197809,    582.17,    389.25,    206.18,     88.06,     37.56,    626.57,    504.82,    448.45,    331.48,    255.20,    167.45,    110.50,     72.34,     60.26,     27.04
197810,    585.30,    379.19,    190.59,     90.69,     36.54,    604.04,    551.10,    396.48,    362.85,    223.31,    160.14,    118.00,     70.86,     55.85,     28.28
197811,    609.94,    357.61,    151.68,     67.17,     25.74,    678.59,    498.28,    467.29,    249.14,    195.06,    112.65,     75.79,     59.57,     34.80,     21.36
197812,    646.13,    343.97,    147.78,     72.32,     28.34,    640.28,    655.77,    420.11,    266.08,    172.42,    127.31,     96.64,     52.71,     39.28,     22.63
197901,    661.45,    339.49,    154.71,     75.46,     27.11,    707.91,    587.03,    426.01,    251.92,    212.51,    109.24,     98.39,     57.87,     36.43,     22.24
197902,    642.44,    367.68,    155.35,     75.36,     30.30,    735.18,    476.38,    449.69,    289.07,    197.24,    121.97,     91.37,     62.71,     42.75,     24.33
197903,    622.11,    335.09,    145.83,     81.20,     29.28,    679.48,    514.23,    454.58,    221.68,    195.90,    102.93,    101.83,     66.75,     39.58,     24.07
197904,    639.27,    378.60,    155.41,     78.49,     35.14,    724.41,    491.11,    389.65,    366.45,    179.56,    131.35,     83.03,     74.62,     52.90,     27.16
197905,    671.77,    319.99,    150.80,     80.43,     38.80,    720.30,    580.67,    322.48,    317.41,    194.15,    111.46,    100.40,     65.93,     60.02,     28.72
197906,    605.28,    376.34,    143.55,     79.46,     38.66,    672.06,    479.90,    429.28,    327.85,    186.14,    104.67,     92.55,     68.85,     60.47,     28.84
197907,    635.20,    361.81,    142.64,     85.61,     44.52,    653.35,    597.87,    384.72,    341.42,    180.13,    110.83,     96.89,     76.59,     63.50,     34.42
197908,    627.63,    330.19,    163.24,     90.45,     47.17,    607.34,    671.03,    394.19,    272.02,    206.95,    118.53,    114.88,     71.48,     60.75,     39.79
197909,    640.29,    386.81,    181.60,     93.59,     46.97,    628.24,    661.42,    421.20,    351.05,    198.96,    162.14,    111.55,     79.07,     67.85,     35.00
197910,    614.34,    387.36,    196.63,    102.02,     45.17,    663.01,    525.68,    476.10,    308.02,    204.33,    188.42,    104.94,     99.36,     63.92,     34.78
197911,    605.83,    343.18,    202.89,     81.48,     40.57,    663.76,    506.63,    462.02,    235.82,    228.52,    180.45,     88.93,     74.52,     64.35,     29.69
197912,    603.24,    365.33,    224.42,    104.04,     40.04,    603.64,    602.41,    408.17,    327.08,    241.41,    210.54,    114.96,     94.34,     55.09,     32.17
198001,    644.93,    338.80,    267.55,    108.38,     42.37,    666.13,    601.16,    406.37,    271.99,    309.80,    227.74,    116.58,    101.67,     59.25,     33.83
198002,    545.55,    424.85,    300.76,    159.69,     45.92,    417.36,    835.52,    490.76,    363.75,    334.74,    270.24,    161.91,    157.51,     73.13,     32.95
198003,    452.05,    466.55,    302.29,    188.38,     56.68,    368.29,    643.59,    546.95,    388.98,    356.47,    249.09,    216.80,    162.91,    112.50,     34.72
198004,    412.17,    376.94,    297.69,    145.53,     51.96,    356.06,    529.42,    403.41,    352.00,    418.15,    191.83,    154.20,    136.89,    102.40,     31.03
198005,    475.27,    340.38,    291.99,    143.53,     55.61,    456.58,    512.90,    318.20,    362.87,    308.39,    275.53,    189.82,    107.39,    100.96,     35.45
198006,    546.84,    409.52,    250.79,    129.49,     46.39,    569.47,    501.90,    423.19,    394.81,    304.40,    205.19,    136.40,    123.24,     82.76,     31.03
198007,    565.14,    407.63,    249.47,    124.07,     48.21,    556.39,    583.68,    366.66,    446.58,    311.99,    197.66,    124.54,    123.61,     89.20,     30.51
198008,    560.97,    521.65,    275.16,    142.82,     43.65,    552.28,    578.15,    495.10,    550.37,    372.45,    201.98,    126.62,    158.94,     67.81,     32.91
198009,    575.40,    503.33,    268.67,    165.28,     51.15,    534.61,    672.91,    576.95,    425.00,    352.00,    188.61,    176.53,    154.56,     87.09,     34.69
198010,    547.64,    517.24,    351.09,    170.62,     58.46,    484.07,    692.85,    642.17,    390.83,    419.87,    290.35,    183.31,    158.82,    109.02,     38.02
198011,    519.28,    479.13,    402.10,    193.40,     66.04,    440.19,    697.96,    476.68,    481.48,    482.21,    328.74,    204.33,    185.12,    134.93,     41.60
198012,    438.04,    666.71,    464.45,    246.04,     77.68,    416.06,    488.94,    682.68,    650.61,    584.76,    373.55,    282.23,    214.83,    133.10,     56.35
198101,    421.89,    762.13,    401.79,    209.28,     65.06,    398.02,    486.49,    779.52,    745.08,    563.90,    265.44,    248.55,    174.98,    112.40,     46.00
198102,    470.53,    624.79,    364.36,    182.42,     57.80,    398.54,    650.02,    536.39,    708.11,    417.09,    313.73,    207.99,    159.36,     91.66,     42.67
198103,    500.83,    593.90,    297.75,    207.54,     53.49,    452.05,    640.55,    575.58,    611.52,    375.41,    233.84,    287.04,    150.53,     82.34,     41.20
198104,    542.54,    565.13,    313.60,    197.53,     63.82,    520.40,    597.43,    553.77,    577.19,    303.06,    324.71,    189.18,    203.96,     87.09,     52.79
198105,    549.13,    531.98,    290.73,    190.19,     71.35,    451.23,    804.84,    559.28,    507.76,    340.22,    244.25,    217.72,    169.13,    112.61,     52.62
198106,    553.10,    508.39,    352.42,    194.12,     68.60,    479.49,    747.45,    487.74,    530.94,    379.42,    326.43,    205.26,    184.63,    106.72,     53.17
198107,    516.76,    570.91,    355.96,    172.93,     79.71,    472.76,    621.41,    660.24,    484.23,    399.30,    315.31,    190.25,    160.99,    141.76,     54.42
198108,    491.76,    524.31,    361.70,    178.44,     90.84,    453.52,    584.40,    562.33,    484.96,    487.56,    257.31,    222.34,    143.98,    162.54,     62.89
198109,    511.45,    362.48,    347.33,    188.49,     81.16,    427.17,    738.19,    356.87,    368.29,    470.05,    246.85,    191.40,    186.00,    122.45,     65.66
198110,    521.16,    445.32,    254.81,    165.44,     57.68,    496.55,    576.07,    473.97,    417.57,    246.00,    263.44,    181.44,    149.91,    102.39,     40.73
198111,    474.49,    578.23,    292.11,    177.10,     55.34,    502.06,    419.01,    653.34,    498.33,    340.42,    238.67,    227.08,    135.33,     90.91,     40.56
198112,    494.75,    594.71,    299.23,    153.12,     62.18,    480.16,    530.39,    602.81,    584.85,    336.87,    264.37,    216.92,    100.21,     94.32,     45.23
198201,    517.40,    514.07,    296.80,    141.88,     56.26,    479.16,    610.90,    550.03,    480.55,    350.55,    254.85,    160.06,    123.39,     88.63,     40.05
198202,    528.03,    460.25,    291.72,    147.02,     49.50,    429.30,    756.67,    523.10,    402.68,    310.11,    272.04,    152.69,    141.73,     79.83,     36.24
198203,    502.43,    431.46,    250.19,    128.30,     44.83,    467.61,    576.41,    469.17,    392.94,    275.32,    230.09,    147.61,    111.82,     73.89,     33.26
198204,    405.77,    482.81,    271.11,    146.92,     50.88,    420.13,    373.62,    639.15,    340.39,    282.88,    259.80,    187.71,    113.23,     98.82,     29.78
198205,    466.06,    455.60,    256.36,    165.95,     50.29,    463.46,    471.10,    506.07,    406.13,    225.24,    292.95,    210.36,    129.74,     96.74,     30.39
198206,    480.33,    386.43,    309.21,    144.24,     44.20,    524.41,    401.78,    393.46,    379.64,    327.00,    291.59,    165.89,    125.71,     78.22,     29.18
198207,    486.95,    349.07,    247.86,    143.62,     44.01,    493.61,    474.04,    363.11,    335.80,    268.15,    227.96,    185.67,    112.06,     80.76,     29.34
198208,    425.37,    360.65,    223.42,    165.68,     47.28,    403.07,    477.12,    356.53,    364.81,    224.97,    221.81,    222.17,    117.47,     83.96,     30.64
198209,    431.45,    381.01,    311.70,    182.64,     57.86,    422.87,    452.66,    418.31,    341.22,    336.89,    285.75,    222.26,    151.82,    104.89,     34.18
198210,    481.58,    382.87,    317.80,    189.36,     51.19,    444.60,    565.94,    343.87,    423.34,    354.41,    279.29,    250.44,    145.45,     79.21,     38.23
198211,    514.87,    551.43,    365.52,    175.30,     60.34,    511.55,    522.64,    659.75,    441.55,    413.10,    323.38,    182.67,    169.18,    112.45,     39.75
198212,    599.98,    581.90,    386.71,    187.54,     52.09,    491.71,    829.15,    746.49,    426.62,    395.25,    377.77,    227.97,    157.81,     83.76,     39.03
198301,    603.67,    657.44,    369.53,    208.15,     52.37,    528.63,    763.25,    639.27,    672.99,    402.54,    339.10,    268.65,    157.93,     93.34,     36.95
198302,    633.41,    542.63,    465.74,    253.89,     58.40,    609.32,    684.44,    624.46,    464.72,    443.52,    486.35,    300.44,    211.43,    118.22,     40.52
198303,    613.83,    597.36,    498.57,    254.93,     60.20,    547.73,    741.30,    666.94,    522.87,    490.11,    506.62,    353.14,    184.35,    118.76,     40.09
198304,    673.57,    577.75,    502.12,    281.28,     63.85,    622.84,    758.73,    651.11,    505.93,    458.50,    545.89,    399.80,    190.62,    127.70,     41.79
198305,    795.69,    643.70,    487.56,    268.95,     61.92,    791.14,    802.48,    598.58,    688.04,    628.38,    347.68,    305.56,    236.56,    112.25,     40.28
198306,    797.00,    759.76,    460.17,    250.14,     69.52,    783.80,    818.14,    713.08,    805.93,    517.59,    401.57,    316.77,    189.54,    136.95,     45.51
198307,    820.11,    874.24,    470.25,    232.40,     75.89,    748.78,    944.27,    870.61,    877.81,    479.43,    461.02,    258.98,    208.94,    138.09,     51.44
198308,    833.22,    712.03,    432.19,    255.79,     73.35,    743.24,    999.08,    761.58,    656.35,    520.36,    350.85,    295.89,    224.73,    138.43,     49.93
198309,    745.56,    726.44,    435.89,    233.16,     82.41,    679.72,    859.21,    947.14,    513.71,    451.19,    422.01,    242.46,    223.82,    144.94,     60.10
198310,    796.17,    606.45,    411.58,    274.52,     85.50,    738.66,    899.18,    516.15,    718.96,    522.07,    307.51,    378.33,    203.17,    146.74,     60.75
198311,    721.64,    698.58,    386.08,    253.07,     75.32,    635.97,    903.77,    807.71,    579.61,    425.65,    348.66,    258.94,    248.35,    119.67,     57.32
198312,    727.65,    690.85,    405.37,    244.95,     81.54,    701.91,    777.23,    710.47,    672.84,    435.46,    375.77,    268.32,    226.30,    133.58,     60.11
198401,    734.63,    659.57,    415.65,    235.08,     82.29,    719.15,    769.78,    671.26,    647.63,    552.66,    309.38,    240.07,    230.97,    144.63,     59.87
198402,    706.60,    639.66,    397.83,    263.32,     75.95,    772.28,    557.73,    765.80,    510.88,    440.29,    351.90,    278.16,    249.29,    145.23,     54.43
198403,    629.86,    482.72,    432.12,    252.56,     77.25,    597.97,    713.72,    556.25,    404.98,    470.03,    396.99,    271.72,    235.47,    113.60,     61.53
198404,    595.65,    518.92,    391.78,    235.38,     82.27,    524.35,    755.18,    507.75,    531.95,    372.05,    414.36,    281.13,    200.82,    133.29,     62.93
198405,    561.67,    598.76,    393.78,    216.86,     73.56,    512.17,    673.40,    626.87,    571.99,    423.20,    361.96,    238.15,    199.00,    121.21,     56.32
198406,    595.64,    615.04,    324.03,    189.47,     62.01,    611.68,    566.27,    656.19,    574.30,    344.70,    303.92,    226.93,    157.80,    104.29,     45.77
198407,    617.65,    565.06,    370.69,    183.59,     61.53,    646.26,    568.28,    656.24,    479.88,    431.76,    321.05,    227.51,    152.22,    101.71,     43.77
198408,    606.37,    539.78,    336.69,    204.93,     59.67,    619.01,    581.80,    548.91,    529.88,    429.61,    251.15,    219.23,    192.45,    100.22,     40.92
198409,    659.55,    567.35,    416.16,    232.88,     60.88,    656.97,    664.59,    611.92,    524.24,    487.57,    349.41,    273.80,    196.55,    105.47,     42.03
198410,    692.88,    615.30,    390.13,    204.91,     63.01,    658.93,    762.83,    583.19,    642.61,    414.18,    365.31,    229.43,    183.24,    117.42,     40.71
198411,    706.38,    692.05,    406.57,    205.82,     52.68,    696.43,    726.29,    657.50,    728.71,    400.33,    412.19,    246.87,    176.48,    101.01,     35.35
198412,    720.01,    597.06,    474.03,    206.32,     50.35,    674.70,    812.87,    639.41,    555.89,    680.63,    301.45,    238.79,    180.33,    102.08,     33.31
198501,    752.22,    685.69,    436.48,    197.09,     54.48,    742.27,    774.88,    734.49,    634.40,    513.02,    375.79,    246.83,    155.09,    115.80,     32.20
198502,    907.63,    739.82,    452.40,    222.99,     55.51,    913.85,    894.64,    840.72,    633.57,    537.17,    379.78,    251.43,    197.12,    109.10,     36.75
198503,    993.44,    763.76,    431.86,    230.70,     55.31,   1022.88,    942.44,    852.93,    669.60,    415.39,    447.16,    260.16,    206.74,    105.55,     35.29
198504,   1101.17,    678.20,    426.20,    243.88,     55.83,   1093.43,   1111.69,    806.87,    557.84,    520.20,    345.33,    284.11,    212.94,    104.54,     34.95
198505,   1181.13,    676.07,    413.24,    233.47,     55.00,   1197.75,   1156.98,    771.52,    589.27,    498.12,    340.06,    316.14,    176.40,    105.87,     34.43
198506,   1009.55,    928.20,    470.45,    245.27,     58.94,   1054.76,    942.30,   1167.35,    700.74,    525.64,    422.03,    283.68,    215.63,    108.48,     38.42
198507,   1101.81,    942.33,    422.03,    263.72,     57.29,    996.07,   1254.29,   1147.43,    758.69,    473.74,    378.31,    321.76,    218.77,    104.45,     36.11
198508,   1198.23,    886.20,    443.92,    236.17,     54.61,   1123.83,   1304.96,    841.69,    930.22,    501.57,    392.51,    280.19,    204.83,    103.56,     35.67
198509,   1289.18,    783.40,    455.00,    213.67,     53.20,   1274.79,   1312.32,    872.90,    681.47,    522.02,    391.51,    251.19,    184.51,     96.80,     34.63
198510,   1272.13,    786.01,    415.98,    201.26,     52.15,   1519.00,    924.60,    891.34,    694.55,    485.36,    359.49,    261.39,    157.50,     89.66,     33.70
